psydonym,aufgabenname,stufenname,begonnen_tag,dauer_begonnen_bis_abgabe_in_sekunden,dauer_wiederbetreten_bis_abgabe_in_sekunden,kursversuchnummer,aufgaben_versuchnummer,punktzahl,studentenantwort,feedbacknamen,erwartete_antwort,feedbackmeldungen,net_time,submission_nr,cleaned_feedback
S10,Ü1A4d)_,C3H6O,16.10.2024,31,0,1,4,66,"1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"";""1S/C3H6O/c1-3(2)4/h4H,1H2,2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-4-3-1/h1-3H2"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2+"";""1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3/t3-/m0/s1",Teillösung1;Teillösung2;Teillösung9;Teillösung6;Teillösung7;Teillösung4;Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. Bitte zeichnen Sie aus technischen Gründen, das oben abgebildete Molekül für die Gesamtlösung.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",31,299,Teillösung1;Teillösung2;Teillösung9;Teillösung6;Teillösung7;Teillösung4;Attempts
S10,Ü1A4d)_,C3H6O,16.10.2024,-1,-1,1,5,0,"1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"";""1S/C3H6O/c1-3(2)4/h4H,1H2,2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-4-3-1/h1-3H2"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2+"";""1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3/t3-/m0/s1",Keine Einreichung,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2",NA,-1,300,Keine Einreichung
S19,Ü1A3a)_,H2O,11.10.2024,39,0,1,1,100,1S/H2O/h1H2,100% korrekte Antwort,1S/H2O/h1H2,"Ihre Antwort ist richtig. Ein Wassermolekül (H2O) besteht aus einem Sauerstoffatom (O), an das zwei Wasserstoffatome (H) gebunden sind. Das Sauerstoffatom verfügt zusätzlich über zwei freie Elektronenpaare. JACK kann freie Elektronenpaare aktuell noch nicht mit auswerten. Ihre Antwort wird daher auch als richtig akzeptiert, wenn Sie die freien Elektronenpaare nicht (richtig) einzeichnen. Wir geben Ihnen in dieser Übung die freien Elektronenpaare in der Musterlösung alle mit an, damit Sie sich diese noch mal bewusst machen können. Gleichen Sie also Ihre Zeichnung nochmal aktiv hinsichtlich der freien Elektronenpaare mit der Musterösung ab.",39,301,100% korrekte Antwort
S19,Ü1A3b)_,H2SO4,11.10.2024,145,0,1,1,100,"1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",100% korrekte Antwort,1S/H2O4S/c1-5(2;3)4/h(H2;1;2;3;4),"Ihre Antwort ist richtig. Ein Schwefelsäuremolekül (H2SO4) besteht aus einem Schwefelatom (S), an das vier Sauerstoffatome (O) gebunden sind; zwei über Einfachbindungen, zwei über Doppelbindungen. Alle Sauerstoffatome verfügen über zwei freie Elektronenpaare. Die einfachgebundenen Sauerstoffatome binden zusätzlich jeweils ein Wasserstoffatom.",145,302,100% korrekte Antwort
S19,Ü1A3c)_,CH3NH2,11.10.2024,97,0,1,1,100,"1S/CH5N/c1-2/h2H2,1H3",100% korrekte Antwort,1S/CH5N/c1-2/h2H2;1H3,"Ihre Antwort ist richtig. Ein Aminomethanmolekül (CH3NH2) besteht aus einem Kohlenstoffatom (C), an das drei Wasserstoffatome (H) und eine NH2-Gruppe gebunden sind. Das Stickstoffatom verfügt über ein freies Elektronenpaar.",97,303,100% korrekte Antwort
S19,Ü1A3d)_,CH3COCH3,11.10.2024,45,0,1,1,0,"1S/C3H8O/c1-3-4-2/h3H2,1-2H3",Ether,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Beachten Sie, dass sich das Sauerstoffatom nicht zwischen zwei Kohlenstoffatomen befindet. Das Molekül müsste sonst über zwei zusätzliche Wasserstoffatome verfügen.",45,304,Ether
S19,Ü1A3d)_,CH3COCH3,11.10.2024,54,0,1,2,0,1S/C3H6O/c1-3-4-2/h1-2H3,Attempts,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",54,305,Attempts
S19,Ü1A3d)_,CH3COCH3,11.10.2024,15,0,1,3,0,1S/C3H6O/c1-3-4-2/h1-2H3,noAttempts,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist leider nicht richtig. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",15,306,no Attempts
S19,Ü1A3d)_,CH3COCH3,11.10.2024,49,0,2,1,100,1S/C3H6O/c1-3(2)4/h1-2H3,100% korrekte Antwort,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist richtig. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",49,307,100% korrekte Antwort
S19,Ü1A3e)_,HCN,11.10.2024,38,0,1,1,0,1S/C2H3N/c1-2-3/h1H3,Attempts,1S/CHN/c1-2/h1H,"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Ein Blausäuremolekül (HCN) besteht aus einem zentralen Kohlenstoffatom (C), an das ein Wasserstoffatom (H) und ein dreifachgebundenes Stickstoffatom (N) gebunden sind. Das Stichstoffatom verfügt über ein freies Elektronenpaar.",38,308,Attempts
S19,Ü1A3e)_,HCN,11.10.2024,53,0,1,2,100,1S/CHN/c1-2/h1H,100% korrekte Antwort,1S/CHN/c1-2/h1H,"Ihre Antwort ist richtig. Ein Blausäuremolekül (HCN) besteht aus einem zentralen Kohlenstoffatom (C), an das ein Wasserstoffatom (H) und ein dreifachgebundenes Stickstoffatom (N) gebunden sind. Das Stichstoffatom verfügt über ein freies Elektronenpaar.",53,309,100% korrekte Antwort
S19,Ü1A4a)_,C3H8,13.10.2024,44,0,1,1,0,"1S/C3H8/c1-3-2/h3H2,1-2H3"";""1S/C3H8/c1-3-2/h3H2,1-2H3",Anzahl Moleküle;Attempts,1S/C3H8/c1-3-2/h3H2;1-2H3,"Sie haben zu viele Moleküle gezeichnet. Für diese Summenformel gibt es aber nur ein Konstitutionsisomer. Prüfen Sie ggf., ob Sie versehentlich irgendwo einen Strich gezogen haben (diese werden als Ethanmolekül erkannt).;Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",44,310,Anzahl Moleküle;Attempts
S19,Ü1A4a)_,C3H8,13.10.2024,164,0,1,2,100,"1S/C3H8/c1-3-2/h3H2,1-2H3",100% korrekte Antwort,1S/C3H8/c1-3-2/h3H2;1-2H3,"Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",164,311,100% korrekte Antwort
S19,Ü1A4b)_,C3H6,13.10.2024,69,0,1,1,50,1S/C3H6/c1-2-3-1/h1-3H2,Teillösung,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Versuchen Sie es noch mal.",69,312,Teillösung
S19,Ü1A4b)_,C3H6,13.10.2024,118,0,1,2,100,"1S/C3H6/c1-2-3-1/h1-3H2"";""1S/C3H6/c1-3-2/h3H,1H2,2H3",100% korrekte Antwort,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. 1. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 2. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 3. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet. Ihre Antwort ist auch richtig, wenn Sie die Doppelbindung links statt rechts im Molekül eingezeichnet haben, weil die beiden Moleküle identisch sind.",118,313,100% korrekte Antwort
S19,Ü1A4c)_,C3H8O,13.10.2024,132,0,1,1,0,"1S/C3H8O/c1-3(2)4/h4H2,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,132,314,Technischer Fehler
S19,Ü1A4c)_,C3H8O,13.10.2024,11,0,1,2,0,"1S/C3H8O/c1-3(2)4/h4H2,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,11,315,Technischer Fehler
S19,Ü1A4c)_,C3H8O,13.10.2024,195,0,1,3,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",noAttempts,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3","Ihre Antwort ist leider nicht richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Es gibt insgesamt drei Konstitutionsisomere.",195,316,no Attempts
S19,Ü1A4c)_,C3H8O,13.10.2024,39,0,2,1,0,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,39,317,Technischer Fehler
S19,Ü1A4c)_,C3H8O,13.10.2024,35,0,2,2,100,"1S/C3H8O/c1-3(2)4/h3-4H,1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2,1-2H3"";""1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",100% korrekte Antwort,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3","Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",35,318,100% korrekte Antwort
S19,Ü1A4d)_,C3H6O,13.10.2024,80,0,1,1,11,"1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2",Attempts;Teillösung7,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",80,319,Attempts;Teillösung7
S19,Ü1A4d)_,C3H6O,13.10.2024,243,0,1,2,44,"1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"";""1S/C3H6O/c1-2-4-3-1/h1-3H2",Attempts;Teillösung1;Teillösung5;Teillösung7;Teillösung9,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",243,320,Attempts;Teillösung1;Teillösung5;Teillösung7;Teillösung9
S19,Ü1A4d)_,C3H6O,13.10.2024,291,0,1,3,77,"1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"";""1S/C3H6O/c1-2-4-3-1/h1-3H2"";""1S/C3H6O/c1-3(2)4/h4H,1H2,2H3"";""1S/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2-"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H7O/c1-3-4-2/h2-3H2,1H3"";""1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",Teillösung6;Teillösung7;Teillösung9;Attempts;Teillösung1;Teillösung2;Teillösung4;Teillösung5,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. Bitte zeichnen Sie aus technischen Gründen, das oben abgebildete Molekül für die Gesamtlösung.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",291,321,Teillösung6;Teillösung7;Teillösung9;Attempts;Teillösung1;Teillösung2;Teillösung4;Teillösung5
S19,Ü1A4d)_,C3H6O,13.10.2024,232,0,1,4,77,"1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"";""1S/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2+"";""1S/C3H6O/c1-3(2)4/h4H,1H2,2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-4-3-1/h1-3H2"";""1S/C3H7O/c1-3-4-2/h2-3H2,1H3",Teillösung4;Attempts;Teillösung9;Teillösung7;Teillösung6;Teillösung5;Teillösung2;Teillösung1,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. Bitte zeichnen Sie aus technischen Gründen, das oben abgebildete Molekül für die Gesamtlösung.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",232,322,Teillösung4;Attempts;Teillösung9;Teillösung7;Teillösung6;Teillösung5;Teillösung2;Teillösung1
